geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Gesamtgewicht;Aufkl. 1;Aufkl. 2;Aufkl. 3;Gew. Paket 1;Gew. Paket 2;Gew. Paket 3;;Urlaub bis;Urlaub2 bis;PaketFloh;
78;00133100;800;Blumenhaus;Finnern,;Doris, Blumenhaus Finnern;Halenreie 4;22359;Hamburg;0629;1;19,5;Pak 1/1;;;19,5;;;110806;06.08.2011;;0629-Pak 1/1-110806;
3200;06338500;800;Blumenhaus;Kleinfeld,;Susanne, Die Bindestelle;Tangstedter Landstr. 463;22417;Hamburg;0630;1;19,5;Pak 1/1;;;19,5;;;991230;;;0630-Pak 1/1-991230;
2315;04262400;800;Blumenhaus;Ablasser,;Sandra, Das Blühende Werk;Pinneberger Chaussee 11;22523;Hamburg;0631;1;19,5;Pak 1/1;;;19,5;;;991230;;;0631-Pak 1/1-991230;
4511;11085900;800;Blumenhaus;1 A Blumenladen Schlemenat e.K.;;Elbgaustr. 97;22523;Hamburg;0632;1;19,5;Pak 1/1;;;19,5;;;991230;;;0632-Pak 1/1-991230;
1234;02156100;800;Blumenhaus;Wittrock,;Gabriele, Blomen Deel;Wedeler Landstr. 29;22559;Hamburg;0633;1;19,5;Pak 1/1;;;19,5;;;991230;;;0633-Pak 1/1-991230;
2275;04162200;800;Blumenhaus;Blumenhaus Kubbernuss GmbH;;Vorburgstr. 12;22946;Trittau;0634;1;19,5;Pak 1/1;;;19,5;;;991230;;;0634-Pak 1/1-991230;
1358;02369100;800;Blumenhaus;Blumen-Evers;Inh. Heinrich Evers e.K.;Kremper Str. 5;23730;Neustadt;0635;1;19,5;Pak 1/1;;;19,5;;;991230;;;0635-Pak 1/1-991230;
5125;20720200;800;Blumenhaus;Marsch,;Achim, Marschens Blumenladen;Kirchenstr. 30;23743;Grömitz;0636;1;19,5;Pak 1/1;;;19,5;;;991230;;;0636-Pak 1/1-991230;
1284;02246000;800;Blumenhaus;Schröder,;Gerold und Jochen;Grambecker Weg 156;23879;Mölln;0637;1;19,5;Pak 1/1;;;19,5;;;991230;;;0637-Pak 1/1-991230;
5156;21228600;800;Blumenhaus;Hottendorff,;Bärbel, Gänseblümchen;Fischerreihe 6;23966;Wismar;0638;1;19,5;Pak 1/1;;;19,5;;;991230;;;0638-Pak 1/1-991230;
1003;01766400;800;Blumenhaus;Blumen Jürgen Krüger;;An der Schanze 51;24159;Kiel;0639;1;19,5;Pak 1/1;;;19,5;;;991230;;;0639-Pak 1/1-991230;
1529;02661800;800;Blumenhaus;Schütze,;Andrea, Blumenhaus Steffen;Hauptstr. 36;25462;Rellingen;0640;1;19,5;Pak 1/1;;;19,5;;;991230;;;0640-Pak 1/1-991230;
880;01565900;800;Blumenhaus;Blumenhaus Wittmaack oHG;;Brahmsstr. 26-28;25746;Heide;0641;1;19,5;Pak 1/1;;;19,5;;;991230;;;0641-Pak 1/1-991230;
4551;11225900;800;Blumenhaus;Blumenhaus Goemann,;Inh. Rolf Goemann;Westerlandstr. 8;25996;Wenningstedt;0642;1;19,5;Pak 1/1;;;19,5;;;991230;;;0642-Pak 1/1-991230;
1447;02502000;800;Blumenhaus;Blumenhaus Sündermann;;Nadorster Str. 182;26123;Oldenburg;0643;1;19,5;Pak 1/1;;;19,5;;;991230;;;0643-Pak 1/1-991230;
540;00984100;800;Blumenhaus;Hübner,;Anke, Blumen Atelier;Grosse Str. 31;26721;Emden;0644;1;19,5;Pak 1/1;;;19,5;;;991230;;;0644-Pak 1/1-991230;
1121;01965700;800;Blumenhaus;Blumenhaus Ulrich Stöhr & Söhne,;Inh. Ulrich Stöhr;Heisfelder Str. 105-107;26789;Leer;0645;1;19,5;Pak 1/1;;;19,5;;;991230;;;0645-Pak 1/1-991230;
368;00693700;800;Blumenhaus;Wolters,;Monika, Blumenhaus Lüdemann;Bahnhofstr. 22;27472;Cuxhaven;0646;1;19,5;Pak 1/1;;;19,5;;;991230;;;0646-Pak 1/1-991230;
2287;04188300;800;Blumenhaus;Gartencenter Wassenaar GmbH;;Heinrich-Brauns-Str. 1;27578;Bremerhaven;0647;1;19,5;Pak 1/1;;;19,5;;;991230;;;0647-Pak 1/1-991230;
2156;03933800;800;Blumenhaus;Blumen-Lüst;Inh. Rainer Hartmann;Bischofsnadel 12;28195;Bremen;0648;1;19,5;Pak 1/1;;;19,5;;;991230;;;0648-Pak 1/1-991230;
324;00622200;800;Blumenhaus;Heinken,;Hans;Blockener Str. 26;28816;Stuhr;0649;1;19,5;Pak 1/1;;;19,5;;;991230;;;0649-Pak 1/1-991230;
2774;05172500;800;Blumenhaus;Pöhland,;Ilona, Florist Pöhland;Zugbrückenstr. 48;29223;Celle;0650;1;19,5;Pak 1/1;;;19,5;;;991230;;;0650-Pak 1/1-991230;
4270;09228400;800;Blumenhaus;Blumenzentrum Ch. Hoppe KG;;Fr.-Seeßelbergstr. 9;29525;Uelzen;0651;1;19,5;Pak 1/1;;;19,5;;;991230;;;0651-Pak 1/1-991230;
2476;04564100;800;Blumenhaus;Hibbing,;Sabrina, Hibbing's Floristik;Vogteistr. 4;29683;Bad Fallingbostel;0652;1;19,5;Pak 1/1;;;19,5;;;991230;;;0652-Pak 1/1-991230;
1099;01928900;800;Blumenhaus;Wientzek,;Frauke, Gärtnerei Ehlers;Imhoffstr. 17;30853;Langenhagen;0653;1;19,5;Pak 1/1;;;19,5;;;991230;;;0653-Pak 1/1-991230;
460;00836700;800;Blumenhaus;Behre,;Marion, Casa Flora;Wennigser Str. 73;30890;Barsinghausen;0654;1;19,5;Pak 1/1;;;19,5;;;991230;;;0654-Pak 1/1-991230;
4581;11306100;800;Blumenhaus;Dannhaus,;Jörg, Blumenideen Dannhaus;Engerstr. 89;32051;Herford;0655;1;19,5;Pak 1/1;;;19,5;;;991230;;;0655-Pak 1/1-991230;
2891;05466300;800;Blumenhaus;Pflanzen Richter KG;;Holser Str. 49;32257;Bünde;0656;1;19,5;Pak 1/1;;;19,5;;;991230;;;0656-Pak 1/1-991230;
3116;06079100;800;Blumenhaus;Harmening,;Hans;Rodenbecker Str. 51;32427;Minden;0657;1;19,5;Pak 1/1;;;19,5;;;991230;;;0657-Pak 1/1-991230;
4244;09178500;800;Blumenhaus;Salmen,;Tatjana, Drei Hasen Floristik;Hatzfelder Str. 39;33104;Paderborn;0658;1;19,5;Pak 1/1;;;19,5;;;991230;;;0658-Pak 1/1-991230;
260;00498900;800;Blumenhaus;Blumen-Wilking GmbH;;Sudbrackstr. 106;33613;Bielefeld;0659;1;19,5;Pak 1/1;;;19,5;;;991230;;;0659-Pak 1/1-991230;
829;01468100;800;Blumenhaus;Lötzer,;Hans Martin;Brunnenstr. 66;34537;Bad Wildungen;0660;1;19,5;Pak 1/1;;;19,5;;;991230;;;0660-Pak 1/1-991230;
5111;20518100;800;Blumenhaus;Heese,;Dunja, Blumen Roßmann;Brunnenallee 44;34537;Bad Wildungen;0661;1;19,5;Pak 1/1;;;19,5;;;991230;;;0661-Pak 1/1-991230;
2484;04581300;800;Blumenhaus;Philipps GbR,;Marion und Joachim;Ketzerbach 13;35037;Marburg;0662;1;19,5;Pak 1/1;;;19,5;;;991230;;;0662-Pak 1/1-991230;
1214;02124100;800;Blumenhaus;Rödelsperger,;Gerd, Meisterbetrieb;Wetzlarer Str. 21;35792;Löhnberg;0663;1;19,5;Pak 1/1;;;19,5;;;991230;;;0663-Pak 1/1-991230;
2434;04478600;800;Blumenhaus;Blumen Kuska Service GmbH;;Gosslerstr. 69;37075;Göttingen;0664;1;19,5;Pak 1/1;;;19,5;;;991230;;;0664-Pak 1/1-991230;
665;01199400;800;Blumenhaus;Blumen Dörries e.K.;;Bismarckstr. 25;37581;Bad Gandersheim;0665;1;19,5;Pak 1/1;;;19,5;;;991230;;;0665-Pak 1/1-991230;
3402;06933100;800;Blumenhaus;Grund;Regina, Grund Blumen & Ideen;Thiedestr. 11;38122;Braunschweig;0666;1;19,5;Pak 1/1;;;19,5;;;991230;;;0666-Pak 1/1-991230;
3244;06493900;800;Blumenhaus;Sander,;Kerstin;Magdeburger Str. 1;39167;Wanzleben-Börde-Groß Rodensleben;0667;1;19,5;Pak 1/1;;;19,5;;;991230;;;0667-Pak 1/1-991230;
2781;05190900;800;Blumenhaus;Eggert,;Barbara;Henkelstr. 1;40589;Düsseldorf;0668;1;19,5;Pak 1/1;;;19,5;;;991230;;;0668-Pak 1/1-991230;
2665;04955700;800;Blumenhaus;THMI Marketing GmbH,;Floristik Theresa Michaelis;Trills 29;40699;Erkrath;0669;1;19,5;Pak 1/1;;;19,5;;;991230;;;0669-Pak 1/1-991230;
1548;02693801;800;Blumenhaus;Prinz,;Gerda, Prinz Blumen;Hindenburgstr. 75;41061;Mönchengladbach;0670;1;19,5;Pak 1/1;;;19,5;;;991230;;;0670-Pak 1/1-991230;
3180;06281000;800;Blumenhaus;Blumerei Schüller e. K.;Inh. Brigitte Schüller;Wateler Str. 79;41239;Mönchengladbach;0671;1;19,5;Pak 1/1;;;19,5;;;991230;;;0671-Pak 1/1-991230;
1651;02881700;800;Blumenhaus;Blumen Seiffert e.K.;;Am Neumarkt 3;42651;Solingen;0672;1;19,5;Pak 1/1;;;19,5;;;991230;;;0672-Pak 1/1-991230;
2504;04614900;800;Blumenhaus;Bachmaier-Brandt,;Ingrid, vorm. Spriestersbach;Marktstr. 3;42799;Leichlingen;0673;1;19,5;Pak 1/1;;;19,5;;;991230;;;0673-Pak 1/1-991230;
5198;22047200;800;Blumenhaus;Siliakus;Friso, Das Blumenhaus;Viktoriastr. 15;44135;Dortmund;0674;1;19,5;Pak 1/1;;;19,5;;;991230;;;0674-Pak 1/1-991230;
102;00182800;800;Blumenhaus;Behrendt,;Barbara;Schloßstr. 2;45355;Essen;0675;1;19,5;Pak 1/1;;;19,5;;;991230;;;0675-Pak 1/1-991230;
3648;07591900;800;Blumenhaus;Tiggemann;Thorsten, Blumen Galerie Hattingen;Große Weilstr. 21;45525;Hattingen;0676;1;19,5;Pak 1/1;;;19,5;;;991230;;;0676-Pak 1/1-991230;
1503;02607700;800;Blumenhaus;Floristik-Kunstgewerbe Stefani Strunk e. K.;;Bahnhofstr. 139;45701;Herten;0677;1;19,5;Pak 1/1;;;19,5;;;991230;;;0677-Pak 1/1-991230;
1255;02194000;800;Blumenhaus;Gehron KG;vorm. Rudolf Hohlfeld;Dümmer Weg 211;45772;Marl;0678;1;19,5;Pak 1/1;;;19,5;;;991230;;;0678-Pak 1/1-991230;
398;00741400;800;Blumenhaus;Lindemann,;Markus;Hans-Böckler-Str. 114;46242;Bottrop;0679;1;19,5;Pak 1/1;;;19,5;;;991230;;;0679-Pak 1/1-991230;
1654;02893200;800;Blumenhaus;Rexforth,;Ursula;Bochumer Str. 71;46282;Dorsten;0680;1;19,5;Pak 1/1;;;19,5;;;991230;;;0680-Pak 1/1-991230;
4397;09455300;800;Blumenhaus;Landau,;Heike;Neustr. 8;46535;Dinslaken;0681;1;19,5;Pak 1/1;;;19,5;;;991230;;;0681-Pak 1/1-991230;
4823;12127200;800;Blumenhaus;ABB La Fleur Benninghoff e.Kfr.;;Mündelheimer Str. 26;47259;Duisburg;0682;1;19,5;Pak 1/1;;;19,5;;;991230;;;0682-Pak 1/1-991230;
1093;01915300;800;Blumenhaus;Prison,;Bärbel, Blütenzauber;Handorfer Str. 11;48157;Münster;0683;1;19,5;Pak 1/1;;;19,5;;;110805;05.08.2011;;0683-Pak 1/1-110805;
3581;07419400;800;Blumenhaus;Blumen-Atelier Hanhart;;Sebastianstr. 11 a;48161;Münster;0684;1;19,5;Pak 1/1;;;19,5;;;991230;;;0684-Pak 1/1-991230;
552;01011200;800;Blumenhaus;Blumendiele Eduard Kokenbrink,;Inh. Thomas Kokenbrink;Agathastr. 27;48599;Gronau;0685;1;19,5;Pak 1/1;;;19,5;;;991230;;;0685-Pak 1/1-991230;
2999;05770400;800;Blumenhaus;Kick-Schmid,;Gabriele, Blumen-Kick;Römerhofweg 4;50374;Erftstadt;0686;1;19,5;Pak 1/1;;;19,5;;;991230;;;0686-Pak 1/1-991230;
2813;05262500;800;Blumenhaus;Herbach,;Rene;Theresienstr. 72;50931;Köln;0687;1;19,5;Pak 1/1;;;19,5;;;991230;;;0687-Pak 1/1-991230;
992;01750500;800;Blumenhaus;Schreurs,;D.;Haslacher Weg 23 c;51063;Köln;0688;1;19,5;Pak 1/1;;;19,5;;;991230;;;0688-Pak 1/1-991230;
4325;09335501;800;Blumenhaus;007 Blumen-Taxi,;Inh. Manfred Barion e.K.;Im Bungert 5;51429;Bergisch Gladbach;0689;1;19,5;Pak 1/1;;;19,5;;;991230;;;0689-Pak 1/1-991230;
4723;11778300;800;Blumenhaus;Thelen,;Martin;Marienstr. 16;52249;Eschweiler;0690;1;19,5;Pak 1/1;;;19,5;;;991230;;;0690-Pak 1/1-991230;
4228;09151300;800;Blumenhaus;"Blumen Kreativ ""Die Floristik-Werkstatt"" e.K.";;Valencienner Str. 65-67;52355;Düren;0691;1;19,5;Pak 1/1;;;19,5;;;110815;15.08.2011;;0691-Pak 1/1-110815;
301;00574500;800;Blumenhaus;Komp,;Jürgen;Endenicher Str. 309;53121;Bonn;0692;1;19,5;Pak 1/1;;;19,5;;;991230;;;0692-Pak 1/1-991230;
3601;07474500;800;Blumenhaus;Ramme,;Heinrich;Kirchstr. 12;53797;Lohmar;0693;1;19,5;Pak 1/1;;;19,5;;;991230;;;0693-Pak 1/1-991230;
5048;12876400;800;Blumenhaus;Smedla,;Christian, Blumenhaus Smedla;Lanzelhohl 17;55128;Mainz;0694;1;19,5;Pak 1/1;;;19,5;;;991230;;;0694-Pak 1/1-991230;
481;00880900;800;Blumenhaus;Hassinger,;Ruth;Wilhelm-Holzamer-Weg 35;55268;Nieder-Olm;0695;1;19,5;Pak 1/1;;;19,5;;;991230;;;0695-Pak 1/1-991230;
4198;09079400;800;Blumenhaus;Rehner,;Karl;Matthias-Grünewald-Str. 35;55543;Bad Kreuznach;0696;1;19,5;Pak 1/1;;;19,5;;;991230;;;0696-Pak 1/1-991230;
3696;07755600;800;Blumenhaus;Averesch,;Georg;Rüdesheimer Str. 79;55545;Bad Kreuznach;0697;1;19,5;Pak 1/1;;;19,5;;;991230;;;0697-Pak 1/1-991230;
4771;11948600;800;Blumenhaus;Lorek,;Adelheid, Blumenhaus Weber;Freudenberger Str. 448;57072;Siegen;0698;1;19,5;Pak 1/1;;;19,5;;;991230;;;0698-Pak 1/1-991230;
2925;05571100;800;Blumenhaus;Braun,;Ursula;Tulpenweg 4;58454;Witten-Auf dem Schnee;0699;1;19,5;Pak 1/1;;;19,5;;;991230;;;0699-Pak 1/1-991230;
1587;02773400;800;Blumenhaus;Rössler;Klaus, Blumen Rössler;Rathausplatz 2;58579;Schalksmühle;0700;1;19,5;Pak 1/1;;;19,5;;;110905;05.09.2011;;0700-Pak 1/1-110905;
3665;07655400;800;Blumenhaus;Unger,;Elmar;Stembergstr. 1;59755;Arnsberg;0701;1;19,5;Pak 1/1;;;19,5;;;991230;;;0701-Pak 1/1-991230;
2225;04041303;800;Blumenhaus;Schmidt,;Elisabeth, BLUMENSIN(N)FONIE;Darmstädter Landstr. 46;60594;Frankfurt;0702;1;19,5;Pak 1/1;;;19,5;;;991230;;;0702-Pak 1/1-991230;
1066;01874600;800;Blumenhaus;Rathemacher,;Elke, Blumeneck Burgholzhausen;Haingrabenstr. 15;61381;Friedrichsdorf;0703;1;19,5;Pak 1/1;;;19,5;;;991230;;;0703-Pak 1/1-991230;
147;00256400;800;Blumenhaus;Blumen Ballenberger GmbH & Co. KG;;Limburger Str. 38;61476;Kronberg;0704;1;19,5;Pak 1/1;;;19,5;;;991230;;;0704-Pak 1/1-991230;
1993;03588900;800;Blumenhaus;Hartmann,;Steffen, Blumen Hartmann;Rathenaustr. 68;63128;Dietzenbach;0705;1;19,5;Pak 1/1;;;19,5;;;991230;;;0705-Pak 1/1-991230;
945;01669500;800;Blumenhaus;Wolf,;Gerhard, Gärtnerei Wolf;Hauptstr. 10;63654;Büdingen;0706;1;19,5;Pak 1/1;;;19,5;;;991230;;;0706-Pak 1/1-991230;
2617;04841800;800;Blumenhaus;Ernst,;Dieter, Blumen-Center Ernst;Hohensteiner Str. 23;63667;Nidda;0707;1;19,5;Pak 1/1;;;19,5;;;991230;;;0707-Pak 1/1-991230;
2172;03964800;800;Blumenhaus;Meisterflorist am Prinz Emil Garten;Britta Boecking e.K.;Heidelberger Str. 62;64285;Darmstadt;0708;1;19,5;Pak 1/1;;;19,5;;;991230;;;0708-Pak 1/1-991230;
220;00424500;800;Blumenhaus;Schadt,;Ilona, Ilona's Blumenlädchen;Gernsheimer Str. 40;64521;Groß-Gerau;0709;1;19,5;Pak 1/1;;;19,5;;;110807;07.08.2011;;0709-Pak 1/1-110807;
1187;02074200;800;Blumenhaus;A + A Blumen Gernandt,;Inh. Klaus Gernandt;Rubensstr. 21-27;64546;Mörfelden-Walldorf;0710;1;19,5;Pak 1/1;;;19,5;;;991230;;;0710-Pak 1/1-991230;
2391;04387600;800;Blumenhaus;Skoberne-Lüders,;Johanna;Alte Bergstr. 80;64665;Alsbach-Hähnlein;0711;1;19,5;Pak 1/1;;;19,5;;;991230;;;0711-Pak 1/1-991230;
917;01630700;800;Blumenhaus;Dahlmann,;Nadja, Flower Power;Marktplatz 5;65183;Wiesbaden;0712;1;19,5;Pak 1/1;;;19,5;;;991230;;;0712-Pak 1/1-991230;
1294;02266600;800;Blumenhaus;Blumen Prechter GMBH;;Welfenstr. 7;65189;Wiesbaden;0713;1;19,5;Pak 1/1;;;19,5;;;991230;;;0713-Pak 1/1-991230;
1983;03575300;800;Blumenhaus;Koch,;Sebastian, Blumen Wiegand;Lucas-Cranach-Str. 2;65428;Rüsselsheim;0714;1;19,5;Pak 1/1;;;19,5;;;991230;;;0714-Pak 1/1-991230;
4646;11503200;800;Blumenhaus;Kuhn,;Sabine, Blumen Becht;Scheidter Str. 65;66123;Saarbrücken;0715;1;19,5;Pak 1/1;;;19,5;;;991230;;;0715-Pak 1/1-991230;
2230;04047900;800;Blumenhaus;Leichtweis,;Werner;Silberherzstr. 22-24;66740;Saarlouis;0716;1;19,5;Pak 1/1;;;19,5;;;991230;;;0716-Pak 1/1-991230;
2445;04505500;800;Blumenhaus;Becker,;Andrea, Die Blumenoase;Kaiserstr. 24;66849;Landstuhl;0717;1;19,5;Pak 1/1;;;19,5;;;991230;;;0717-Pak 1/1-991230;
817;01448500;800;Blumenhaus;Roth,;Andrea, Blumengalerie Roth;Lillengasse 112;67105;Schifferstadt;0718;1;19,5;Pak 1/1;;;19,5;;;991230;;;0718-Pak 1/1-991230;
1368;02385200;800;Blumenhaus;Burkard,;Guido, Blumenhaus Burkard;Landwehrstr. 26;67346;Speyer;0719;1;19,5;Pak 1/1;;;19,5;;;991230;;;0719-Pak 1/1-991230;
676;01220800;800;Blumenhaus;Günther,;Hartmut, Blumenscheuer;Im Gässle 1;70567;Stuttgart;0720;1;19,5;Pak 1/1;;;19,5;;;991230;;;0720-Pak 1/1-991230;
4994;12689600;800;Blumenhaus;Ebner-Stach,;Brigitte;Arthur-Gruber-Str. 32;71065;Sindelfingen;0721;1;19,5;Pak 1/1;;;19,5;;;991230;;;0721-Pak 1/1-991230;
2066;03752900;800;Blumenhaus;Buck,;Helga;Bosslerstr. 5;71263;Weil;0722;1;19,5;Pak 1/1;;;19,5;;;991230;;;0722-Pak 1/1-991230;
1206;02105600;800;Blumenhaus;Schelle-Burger,;Nicole, Blumen Schelle;Myliusstr. 4;71638;Ludwigsburg;0723;1;19,5;Pak 1/1;;;19,5;;;991230;;;0723-Pak 1/1-991230;
3392;06882200;800;Blumenhaus;Jegliewski,;Ralf, ralf's blumenatelier;Grossbottwarer Str. 24;71720;Oberstenfeld;0724;1;19,5;Pak 1/1;;;19,5;;;991230;;;0724-Pak 1/1-991230;
2872;05410300;800;Blumenhaus;Saur,;Gerd, Die Blume im Bahnhof;Europaplatz 17;72072;Tübingen;0725;1;19,5;Pak 1/1;;;19,5;;;991230;;;0725-Pak 1/1-991230;
3467;07124600;800;Blumenhaus;Blumenfachgeschäft Iris Schuster;Inh. Iris Killinger;Freudenstädter Str. 29;72202;Nagold;0726;1;19,5;Pak 1/1;;;19,5;;;991230;;;0726-Pak 1/1-991230;
3533;07287700;800;Blumenhaus;Jetter,;Hermann, Blumen im Fachkauf;Lange Str. 15;72336;Balingen;0727;1;19,5;Pak 1/1;;;19,5;;;991230;;;0727-Pak 1/1-991230;
959;01689000;800;Blumenhaus;Gfrörer-Schradin,;Helga;Heiligkreuzstr. 25;72379;Hechingen;0728;1;19,5;Pak 1/1;;;19,5;;;991230;;;0728-Pak 1/1-991230;
2000;03606700;800;Blumenhaus;Jetter,;Beate, Blumen Schaber;Eifelstr. 2;72622;Nürtingen;0729;1;19,5;Pak 1/1;;;19,5;;;991230;;;0729-Pak 1/1-991230;
878;01563700;800;Blumenhaus;Krätzer,;Katrin, vorm. Karl Rauschnabel;Erzberger Str. 10;73033;Göppingen;0730;1;19,5;Pak 1/1;;;19,5;;;991230;;;0730-Pak 1/1-991230;
4802;12073700;800;Blumenhaus;Binder,;Hermann;Marktstr. 34;73207;Plochingen;0731;1;19,5;Pak 1/1;;;19,5;;;991230;;;0731-Pak 1/1-991230;
2094;03811900;800;Blumenhaus;Blumenhaus Kurt Fink;;Karlstr. (Arnold-Galerie) 5;73614;Schorndorf;0732;1;19,5;Pak 1/1;;;19,5;;;991230;;;0732-Pak 1/1-991230;
1341;02340600;800;Blumenhaus;Blumen Sonn e.K.,;Inhaber Holger Heldmaier;Hindenburgstr. 14;73760;Ostfildern;0733;1;19,5;Pak 1/1;;;19,5;;;991230;;;0733-Pak 1/1-991230;
3309;06681700;800;Blumenhaus;Hachtel,;Ernst;Pfedelbacher Str. 13;74613;Öhringen;0734;1;19,5;Pak 1/1;;;19,5;;;991230;;;0734-Pak 1/1-991230;
4668;11575200;800;Blumenhaus;Blumen Jenner GmbH;;Am Seedamm 8;75015;Bretten;0735;1;19,5;Pak 1/1;;;19,5;;;991230;;;0735-Pak 1/1-991230;
4763;11921100;800;Blumenhaus;Korth,;Margit;Bahnhofstr. 40;75031;Eppingen;0736;1;19,5;Pak 1/1;;;19,5;;;991230;;;0736-Pak 1/1-991230;
663;01195000;800;Blumenhaus;Blumen Schäfer e.K.;;Hohenzollernstr. 41;75177;Pforzheim;0737;1;19,5;Pak 1/1;;;19,5;;;991230;;;0737-Pak 1/1-991230;
4578;11292100;800;Blumenhaus;Flum,;Andreas, Blumen-Flum;Karlsruher Str. 74;76139;Karlsruhe;0738;1;19,5;Pak 1/1;;;19,5;;;991230;;;0738-Pak 1/1-991230;
2751;05117400;800;Blumenhaus;Schulz,;Hannes, Blumen Hannes Schulz;Lerchenstr. 1;76185;Karlsruhe;0739;1;19,5;Pak 1/1;;;19,5;;;991230;;;0739-Pak 1/1-991230;
1028;01810600;800;Blumenhaus;Heinrich,;Sabine, S'Pflänzle;Weinbrenner Str. 8;76307;Karlsbad;0740;1;19,5;Pak 1/1;;;19,5;;;110827;27.08.2011;;0740-Pak 1/1-110827;
4908;12403100;800;Blumenhaus;Schenk,;Annette, Blumenhaus Marga;Färberstr. 55;78050;Villingen-Schwenningen;0741;1;19,5;Pak 1/1;;;19,5;;;991230;;;0741-Pak 1/1-991230;
1506;02614700;800;Blumenhaus;Mauch,;Wolfgang;Seestr. 30;78315;Radolfzell;0742;1;19,5;Pak 1/1;;;19,5;;;991230;;;0742-Pak 1/1-991230;
4712;11731600;800;Blumenhaus;Kost,;Mirjam;Blumenstr. 34;79111;Freiburg;0743;1;19,5;Pak 1/1;;;19,5;;;991230;;;0743-Pak 1/1-991230;
4842;12200000;800;Blumenhaus;Kaufmehl,;Manfred;Höfener Str. 17;79199;Kirchzarten;0744;1;19,5;Pak 1/1;;;19,5;;;991230;;;0744-Pak 1/1-991230;
3054;05924900;800;Blumenhaus;Blumen Weber GmbH;Pflanzencenter-Floristik;Belchenstr. 86;79650;Schopfheim;0745;1;19,5;Pak 1/1;;;19,5;;;991230;;;0745-Pak 1/1-991230;
1311;02290800;800;Blumenhaus;Wildgruber,;Birgit;St.-Anna-Str. 17;80538;München;0746;1;19,5;Pak 1/1;;;19,5;;;991230;;;0746-Pak 1/1-991230;
2519;04643600;800;Blumenhaus;Gröne;Martin, Blumen Maaß;Herzogstr. 1;80803;München;0747;1;19,5;Pak 1/1;;;19,5;;;991230;;;0747-Pak 1/1-991230;
5179;21818100;800;Blumenhaus;Frankenberger,;Peter, flowerforyou;Kreiller Str. 35;81673;München;0748;1;19,5;Pak 1/1;;;19,5;;;991230;;;0748-Pak 1/1-991230;
765;01375800;800;Blumenhaus;Blumenstudio G;Gerhard Schramm;Marktplatz 9;82031;Grünwald;0749;1;19,5;Pak 1/1;;;19,5;;;991230;;;0749-Pak 1/1-991230;
4028;08723700;800;Blumenhaus;Beck,;Stephan;Maistr. 14;82194;Gröbenzell;0750;1;19,5;Pak 1/1;;;19,5;;;991230;;;0750-Pak 1/1-991230;
5146;21076100;800;Blumenhaus;Wölfle;Edeltraud, Blumen Oase;Olympiastr. 3;82467;Garmisch-Partenkirchen;0751;1;19,5;Pak 1/1;;;19,5;;;991230;;;0751-Pak 1/1-991230;
4502;11060800;800;Blumenhaus;Rother's Blumen-Paradies e.K.;;Kirchenweg 1;83209;Prien;0752;1;19,5;Pak 1/1;;;19,5;;;991230;;;0752-Pak 1/1-991230;
4540;11180300;800;Blumenhaus;Auer,;Gertrud;Salzburger Str. 8;83404;Ainring;0753;1;19,5;Pak 1/1;;;19,5;;;110828;28.08.2011;;0753-Pak 1/1-110828;
1785;03191800;800;Blumenhaus;Hausberger,;Veronika, vorm. Hirneiss;Weberzipfel 17;83512;Wasserburg;0754;1;19,5;Pak 1/1;;;19,5;;;991230;;;0754-Pak 1/1-991230;
5176;21770900;800;Blumenhaus;Jähne,;Wilhelm, Gärtnerei Jähne;Tegernseer Str. 6 1/2;83734;Hausham;0755;1;19,5;Pak 1/1;;;19,5;;;991230;;;0755-Pak 1/1-991230;
4030;08724800;800;Blumenhaus;A & E Blumen Erika Floristmeisterbetrieb;Inh. Erika Dentl;Fütterer Str. 63;84032;Landshut;0756;1;19,5;Pak 1/1;;;19,5;;;991230;;;0756-Pak 1/1-991230;
631;01151500;800;Blumenhaus;Breinlein,;Gertrud;Margarethenstr. 2;85084;Reichertshofen;0757;1;19,5;Pak 1/1;;;19,5;;;991230;;;0757-Pak 1/1-991230;
2362;04342000;800;Blumenhaus;Graf,;Roswitha, La Lila;Am Gangsteig 17;85551;Kirchheim-Heimstetten;0758;1;19,5;Pak 1/1;;;19,5;;;991230;;;0758-Pak 1/1-991230;
4260;09209900;800;Blumenhaus;Meier;Peter, blumobil;Wendelsteinstr. 1;85591;Vaterstetten;0759;1;19,5;Pak 1/1;;;19,5;;;991230;;;0759-Pak 1/1-991230;
3577;07404600;800;Blumenhaus;Wölfl,;Gabriele, Blumen Mattukat;Rosenheimer Str. 11a;85635;Höhenkirchen-Siegertsbrunn;0760;1;19,5;Pak 1/1;;;19,5;;;991230;;;0760-Pak 1/1-991230;
4772;11953800;800;Blumenhaus;Blumenstube;Anna Elisabeth Stadler;Schloßstr. 9 a;85737;Ismaning;0761;1;19,5;Pak 1/1;;;19,5;;;991230;;;0761-Pak 1/1-991230;
4869;12289500;800;Blumenhaus;Gerber,;Alexandra, Blumen Friedler;Bauernstr. 3;86368;Gersthofen;0762;1;19,5;Pak 1/1;;;19,5;;;991230;;;0762-Pak 1/1-991230;
